-12.6083	6.2683	63	108.187
-16.4567	5.9583	64	94.3006
-15.8167	6.7633	59	99.659
-14.9217	7.6983	66	107.095
-19.5083	12.035	44	153.589
-20.9517	15.02	49	151.135
-17.935	16.3633	60	169.49
-19.9767	20.0667	46	158.909
-20.0433	27.47	60	142.855
-16.3583	29.6417	74	154.027
-29.395	33.6867	153	51.0224
-29.3933	36.2917	37	29.8304
-42.8433	6.5383	54	57.0356
-42.1867	7.5233	82	40.3892
-33.9	1.725	16	21.0227
-29.8383	1.1233	66	2.07777
-26.705	1.85	46	20.9322
-23.54	1.8133	65	36.9996
-22.1567	2.6067	54	49.2372
-19.5883	1.275	75	36.9655
-20.0283	6.1767	71	77.7673
-18.115	12.4267	52	174.022
-19.24	17.1417	34	161.317
-21.055	18.4533	63	151.643
-21.295	21.2167	39	151.706
-18.0433	22.0333	49	175.886
-19.2117	22.6617	65	165.517
-17.6217	23.1433	18	176.713
-19.0933	24.1	49	163.749
-16.6683	24.7	67	177.59
-19.515	25.7183	113	153.812
-18.4617	25.6983	74	160.58
-16.8633	25.555	60	171.991
-17.5667	25.9033	84	165.555
-44.575	10.8433	66	21.5646
-43.6417	10.8417	128	9.64052
-43.6717	10.8767	116	7.20164
-19.7567	9.3167	63	104.159
-49.6417	8.405	46	82.4528
-44.8217	5.9667	51	73.6331
-43.305	3.86	49	74.8627
-42.8733	3.0983	64	72.9203
-42.915	3.1333	78	73.1213
-37.1867	1.8567	41	39.3204
-33.6667	1.8267	52	19.5537
-29.9917	1.86	21	4.86572
-25.4083	1.7733	23	27.149
-20.9083	1.1783	62	30.5394
-15.83	0.52	73	50.1384
-15.23	1.79	65	58.0707
-13.6983	4.5083	42	97.89
-0.5333	3.25	56	87.7195
-45.1183	29.9	13	17.8116
-44.9033	30.375	60	19.6638
-45.0983	30.215	47	18.8025
-40.9067	26.3483	61	25.8258
-31.0883	16.6383	41	93.7386
-31.6367	16.555	23	91.4056
-26.08	19.6733	39	114.555
-26.0267	19.3317	59	114.738
-18.17	9.5567	38	108.891
-18.1667	6.4367	48	87.9167
-17.8617	5.8267	41	88.2408
-17.9183	6.2617	49	88.6225
-18.1083	5.8333	49	86.9642
-64.8517	14.1483	70	151.668
-64.76	14.1733	88	151.725
-64.505	14.165	69	151.851
-64.4167	14.1667	90	151.88
-64.3333	14.1667	214	150.84
-60.145	14.2833	334	98.7312
-43.515	22.985	23	13.5155
-23.1967	59.755	83	33.6346
-24.3267	59.0117	29	33.2866
-26.77	57.4883	70	32.8918
-28.485	56.65	80	33.0808
-29.0017	56.0433	84	37.5458
-29.5917	55.8917	78	33.5603
-29.61	55.995	90	33.0669
-29.6083	56.0933	84	32.8699
-29.125	55.985	72	36.8746
-29.4283	55.975	77	34.5853
-29.495	55.965	75	34.0498
-29.745	55.9833	72	32.4155
-29.875	55.9933	90	31.4369
-29.8383	56.075	92	31.4582
-29.62	56.0517	101	32.8844
-29.415	56.0683	75	34.2365
-29.605	56.0183	102	33.0356
-23.2933	56.1383	69	53.2047
-8.4417	46.5417	33	109.275
-8.7483	46.7417	37	109.512
-8.8117	46.8583	40	109.291
-55.9667	32.5	54	91.6901
-75.3817	28.3433	50	171.491
-68.0333	25.0833	47	119.94
-68.05	25.0383	49	119.895
-68.075	25.13	49	120.19
-68.0233	25.1133	55	119.975
-71.1033	27.0733	46	148.785
